NMEAS,NSTEP,NSAMPLE,TIMESTAMP(s),TIME_ERR(ms),VOLTAGE(V),CURRENT(A)
0,0,0,0.010480,148.000000,0.004000,0.002400
1,0,1,2.000089,127.000000,0.004000,0.002400
2,0,2,3.000079,127.000000,0.004000,0.002400
3,0,3,4.000080,102.000000,0.004000,0.002400
4,0,4,5.000078,89.000000,0.004000,0.002400
5,1,0,6.000074,89.000000,0.511000,0.219200
6,1,1,7.000075,93.000000,0.511000,0.205500
7,1,2,8.000079,89.000000,0.511000,0.203900
8,1,3,9.000072,92.000000,0.511000,0.203300
9,1,4,10.000075,88.000000,0.511000,0.203300
10,2,0,11.000077,88.000000,1.005000,0.259700
11,2,1,12.000080,87.000000,1.005000,0.254800
12,2,2,13.000076,172.000000,1.005000,0.254300
13,2,3,14.000074,149.000000,1.005000,0.254300
14,2,4,15.000078,140.000000,1.005000,0.254300
15,3,0,16.000078,139.000000,1.511000,0.288200
16,3,1,17.000078,149.000000,1.511000,0.286600
17,3,2,18.000072,112.000000,1.511000,0.287100
18,3,3,19.000080,87.000000,1.511000,0.286600
19,3,4,20.000078,89.000000,1.511000,0.286600
20,4,0,21.000080,88.000000,2.005000,0.315600
21,4,1,22.000071,89.000000,2.005000,0.315100
22,4,2,23.000076,92.000000,2.005000,0.315100
23,4,3,24.000072,89.000000,2.005000,0.315100
24,4,4,25.000076,180.000000,2.005000,0.314500
25,5,0,26.000078,146.000000,2.500000,0.341900
26,5,1,27.000078,142.000000,2.500000,0.341300
27,5,2,28.000080,105.000000,2.500000,0.341300
28,5,3,29.000080,89.000000,2.500000,0.341300
29,5,4,30.000080,92.000000,2.500000,0.341300
30,6,0,31.000084,92.000000,3.006000,0.366500
31,6,1,32.000080,92.000000,3.006000,0.366500
32,6,2,33.000072,87.000000,3.006000,0.366500
33,6,3,34.000080,144.000000,3.006000,0.366500
34,6,4,35.000080,141.000000,3.006000,0.366500
35,7,0,36.000080,100.000000,3.500000,0.391200
36,7,1,37.000080,90.000000,3.500000,0.390600
37,7,2,38.000080,86.000000,3.500000,0.390600
38,7,3,39.000072,88.000000,3.500000,0.390600
39,7,4,40.000072,92.000000,3.500000,0.390600
40,8,0,41.000076,88.000000,4.007000,0.414200
41,8,1,42.000076,151.000000,4.007000,0.414200
42,8,2,43.000072,87.000000,4.007000,0.414200
43,8,3,44.000076,145.000000,3.994000,0.414200
44,8,4,45.000080,143.000000,4.007000,0.413600
45,9,0,46.000080,145.000000,4.501000,0.436600
46,9,1,47.000088,101.000000,4.501000,0.436600
47,9,2,48.000080,92.000000,4.501000,0.436100
48,9,3,49.000080,90.000000,4.501000,0.436100
49,9,4,50.000076,93.000000,4.501000,0.436100
50,10,0,51.000076,88.000000,5.008000,0.458500
51,10,1,52.000076,90.000000,5.008000,0.458500
52,10,2,53.000080,169.000000,5.008000,0.458500
53,10,3,54.000076,147.000000,5.008000,0.458500
54,10,4,55.000080,138.000000,5.008000,0.458000
55,11,0,56.000080,140.000000,5.514000,0.479300
56,11,1,57.000080,132.000000,5.514000,0.479300
57,11,2,58.000076,102.000000,5.514000,0.479300
58,11,3,59.000080,93.000000,5.514000,0.479300
59,11,4,60.000080,90.000000,5.514000,0.479300
60,12,0,61.000080,92.000000,6.008000,0.499600
61,12,1,62.000080,93.000000,6.008000,0.499600
62,12,2,63.000072,91.000000,6.008000,0.499600
63,12,3,64.000076,88.000000,6.008000,0.499600
64,12,4,65.000076,92.000000,6.008000,0.499600
65,13,0,66.000076,148.000000,6.515000,0.519300
66,13,1,67.000084,146.000000,6.515000,0.519300
67,13,2,68.000084,104.000000,6.515000,0.519300
68,13,3,69.000084,114.000000,6.503000,0.519300
69,13,4,70.000076,92.000000,6.515000,0.519300
70,14,0,71.000076,93.000000,7.009000,0.538500
71,14,1,72.000076,87.000000,7.009000,0.537900
72,14,2,73.000076,93.000000,7.009000,0.537900
73,14,3,74.000084,90.000000,7.009000,0.537900
74,14,4,75.000076,87.000000,7.009000,0.537900
75,15,0,76.000084,143.000000,7.503000,0.556500
76,15,1,77.000084,146.000000,7.503000,0.556500
77,15,2,78.000084,103.000000,7.503000,0.556500
78,15,3,79.000084,87.000000,7.503000,0.556500
79,15,4,80.000076,93.000000,7.503000,0.556500
80,16,0,81.000076,93.000000,8.010000,0.574600
81,16,1,82.000076,89.000000,8.010000,0.574600
82,16,2,83.000084,93.000000,8.010000,0.574600
83,16,3,84.000076,89.000000,8.010000,0.574600
84,16,4,85.000076,93.000000,8.010000,0.574600
85,17,0,86.000076,89.000000,8.504000,0.592100
86,17,1,87.000084,142.000000,8.504000,0.592100
87,17,2,88.000076,138.000000,8.504000,0.592100
88,17,3,89.000084,102.000000,8.504000,0.592100
89,17,4,90.000084,93.000000,8.504000,0.592100
90,18,0,91.000076,89.000000,9.011000,0.609100
91,18,1,92.000076,90.000000,9.011000,0.609100
92,18,2,93.000076,88.000000,9.011000,0.609100
93,18,3,94.000076,154.000000,9.011000,0.609100
94,18,4,95.000076,166.000000,9.011000,0.609100
95,19,0,96.000076,181.000000,9.505000,0.625500
96,19,1,97.000076,91.000000,9.505000,0.625500
97,19,2,98.000076,151.000000,9.505000,0.625500
98,19,3,99.000076,148.000000,9.505000,0.625500
99,19,4,100.000084,105.000000,9.505000,0.625500
100,20,0,101.000076,94.000000,9.999000,0.642000
101,20,1,102.000084,104.000000,9.999000,0.642000
102,20,2,103.000076,88.000000,9.999000,0.642000
103,20,3,104.000076,93.000000,9.999000,0.642000
104,20,4,105.000084,90.000000,9.999000,0.642000
105,21,0,106.000076,93.000000,10.505000,0.658400
106,21,1,107.000076,89.000000,10.505000,0.657800
107,21,2,108.000076,88.000000,10.505000,0.657800
108,21,3,109.000076,155.000000,10.505000,0.657800
109,21,4,110.000076,139.000000,10.505000,0.657800
110,22,0,111.000076,135.000000,11.000000,0.673700
111,22,1,112.000076,103.000000,11.000000,0.673700
112,22,2,113.000076,122.000000,11.000000,0.673700
113,22,3,114.000076,93.000000,11.000000,0.673700
114,22,4,115.000076,90.000000,11.000000,0.673700
115,23,0,116.000076,93.000000,11.519000,0.689600
116,23,1,117.000076,92.000000,11.519000,0.689600
117,23,2,118.000076,138.000000,11.506000,0.689600
118,23,3,119.000076,136.000000,11.519000,0.689600
119,23,4,120.000084,107.000000,11.519000,0.689600
120,24,0,121.000076,90.000000,12.013000,0.704900
121,24,1,122.000076,92.000000,12.013000,0.704900
122,24,2,123.000076,90.000000,12.013000,0.704900
123,24,3,124.000076,90.000000,12.013000,0.704400
124,24,4,125.000076,89.000000,12.013000,0.704900
125,24,0,126.000076,153.000000,12.013000,0.704400
126,24,1,127.000076,90.000000,12.013000,0.704400
127,24,2,128.000076,136.000000,12.013000,0.704400
128,24,3,129.000076,127.000000,12.013000,0.704400
129,24,4,130.000076,140.000000,12.013000,0.704400
130,23,0,131.000076,104.000000,11.519000,0.689000
131,23,1,132.000076,92.000000,11.506000,0.689000
132,23,2,133.000076,89.000000,11.519000,0.689000
133,23,3,134.000076,94.000000,11.506000,0.689000
134,23,4,135.000076,154.000000,11.506000,0.689000
135,22,0,136.000076,136.000000,11.000000,0.673200
136,22,1,137.000076,154.000000,11.000000,0.673200
137,22,2,138.000092,139.000000,11.000000,0.673200
138,22,3,139.000092,104.000000,11.000000,0.673200
139,22,4,140.000076,103.000000,11.000000,0.673200
140,21,0,141.000076,92.000000,10.505000,0.657300
141,21,1,142.000076,94.000000,10.505000,0.657300
142,21,2,143.000076,91.000000,10.505000,0.657300
143,21,3,144.000076,89.000000,10.505000,0.657300
144,21,4,145.000076,94.000000,10.505000,0.657300
145,20,0,146.000076,90.000000,9.999000,0.641400
146,20,1,147.000076,88.000000,9.999000,0.641400
147,20,2,148.000076,175.000000,9.999000,0.641400
148,20,3,149.000076,146.000000,9.999000,0.641400
149,20,4,150.000092,170.000000,9.999000,0.641400
150,19,0,151.000076,146.000000,9.505000,0.624400
151,19,1,152.000076,101.000000,9.505000,0.624400
152,19,2,153.000076,119.000000,9.505000,0.625000
153,19,3,154.000076,90.000000,9.505000,0.625000
154,19,4,155.000076,89.000000,9.505000,0.624400
155,18,0,156.000076,89.000000,9.011000,0.608000
156,18,1,157.000076,88.000000,9.011000,0.608000
157,18,2,158.000076,92.000000,9.011000,0.608000
158,18,3,159.000076,153.000000,9.011000,0.608000
159,18,4,160.000076,137.000000,9.011000,0.608000
160,17,0,161.000092,126.000000,8.504000,0.590500
161,17,1,162.000076,121.000000,8.504000,0.590500
162,17,2,163.000076,91.000000,8.504000,0.590500
163,17,3,164.000076,88.000000,8.504000,0.590500
164,17,4,165.000076,92.000000,8.504000,0.590500
165,16,0,166.000076,87.000000,8.010000,0.573000
166,16,1,167.000076,154.000000,8.010000,0.573000
167,16,2,168.000076,138.000000,8.010000,0.573000
168,16,3,169.000076,123.000000,8.010000,0.573000
169,16,4,170.000076,87.000000,8.010000,0.573000
170,15,0,171.000076,90.000000,7.503000,0.554900
171,15,1,172.000076,91.000000,7.503000,0.554900
172,15,2,173.000076,89.000000,7.503000,0.554900
173,15,3,174.000076,94.000000,7.503000,0.554900
174,15,4,175.000076,92.000000,7.503000,0.554900
175,14,0,176.000076,89.000000,7.009000,0.536300
176,14,1,177.000076,147.000000,7.009000,0.536300
177,14,2,178.000076,139.000000,7.009000,0.536300
178,14,3,179.000076,102.000000,7.009000,0.536300
179,14,4,180.000076,93.000000,7.009000,0.536300
180,13,0,181.000076,89.000000,6.515000,0.517100
181,13,1,182.000076,90.000000,6.515000,0.517100
182,13,2,183.000076,155.000000,6.515000,0.517100
183,13,3,184.000076,166.000000,6.515000,0.517100
184,13,4,185.000076,145.000000,6.503000,0.517100
185,12,0,186.000076,139.000000,6.008000,0.497400
186,12,1,187.000076,151.000000,6.008000,0.496800
187,12,2,188.000076,129.000000,6.008000,0.496800
188,12,3,189.000076,107.000000,6.008000,0.496800
189,12,4,190.000076,93.000000,6.008000,0.497400
190,11,0,191.000076,88.000000,5.514000,0.476600
191,11,1,192.000076,90.000000,5.514000,0.476600
192,11,2,193.000076,89.000000,5.514000,0.476600
193,11,3,194.000076,148.000000,5.514000,0.476600
194,11,4,195.000076,166.000000,5.514000,0.477100
195,10,0,196.000076,142.000000,5.008000,0.455200
196,10,1,197.000076,106.000000,5.008000,0.455800
197,10,2,198.000076,91.000000,5.008000,0.455800
198,10,3,199.000076,88.000000,5.008000,0.455800
199,10,4,200.000076,93.000000,5.008000,0.455800
200,9,0,201.000076,90.000000,4.501000,0.432800
201,9,1,202.000076,92.000000,4.501000,0.433300
202,9,2,203.000076,90.000000,4.501000,0.433300
203,9,3,204.000076,148.000000,4.501000,0.433300
204,9,4,205.000076,138.000000,4.501000,0.433300
205,8,0,206.000076,106.000000,4.007000,0.410300
206,8,1,207.000076,89.000000,4.007000,0.410300
207,8,2,208.000076,92.000000,3.994000,0.410300
208,8,3,209.000076,90.000000,4.007000,0.410300
209,8,4,210.000076,87.000000,4.007000,0.410300
210,7,0,211.000076,150.000000,3.500000,0.386800
211,7,1,212.000076,91.000000,3.500000,0.386800
212,7,2,213.000076,142.000000,3.500000,0.386800
213,7,3,214.000076,165.000000,3.500000,0.386800
214,7,4,215.000076,143.000000,3.500000,0.386800
215,6,0,216.000092,103.000000,3.006000,0.361600
216,6,1,217.000076,121.000000,3.006000,0.362100
217,6,2,218.000076,90.000000,3.006000,0.362100
218,6,3,219.000076,87.000000,3.006000,0.362100
219,6,4,220.000076,90.000000,3.006000,0.362100
220,5,0,221.000076,90.000000,2.500000,0.335900
221,5,1,222.000076,91.000000,2.500000,0.335900
222,5,2,223.000076,150.000000,2.500000,0.336400
223,5,3,224.000076,175.000000,2.500000,0.336400
224,5,4,225.000076,166.000000,2.500000,0.336400
225,4,0,226.000076,147.000000,2.005000,0.308500
226,4,1,227.000076,136.000000,2.005000,0.308500
227,4,2,228.000076,101.000000,2.005000,0.309000
228,4,3,229.000076,90.000000,2.005000,0.309000
229,4,4,230.000076,87.000000,2.005000,0.309000
230,3,0,231.000076,88.000000,1.511000,0.277800
231,3,1,232.000076,90.000000,1.499000,0.278900
232,3,2,233.000076,88.000000,1.499000,0.279500
233,3,3,234.000076,92.000000,1.511000,0.279500
234,3,4,235.000076,87.000000,1.499000,0.279500
235,2,0,236.000076,88.000000,1.005000,0.240600
236,2,1,237.000076,86.000000,1.005000,0.244400
237,2,2,238.000076,90.000000,1.005000,0.245000
238,2,3,239.000076,168.000000,1.005000,0.245000
239,2,4,240.000076,153.000000,1.005000,0.245000
240,1,0,241.000076,140.000000,0.511000,0.175400
241,1,1,242.000092,134.000000,0.511000,0.186900
242,1,2,243.000076,104.000000,0.511000,0.189100
243,1,3,244.000076,88.000000,0.511000,0.189700
244,1,4,245.000076,92.000000,0.511000,0.190200
245,0,0,246.000076,90.000000,0.004000,0.001800
246,0,1,247.000076,86.000000,0.004000,0.001800
247,0,2,248.000076,88.000000,0.004000,0.001800
248,0,3,249.000076,152.000000,0.004000,0.001800
249,0,4,250.000092,140.000000,0.004000,0.002400
